3.996748e+002,0.000000e+000
4.001569e+002,1.626750e-001
4.006390e+002,1.625294e-001
4.011211e+002,1.637128e-001
4.016032e+002,1.660969e-001
4.020854e+002,1.694932e-001
4.025675e+002,1.737142e-001
4.030496e+002,1.786238e-001
4.035317e+002,1.842179e-001
4.040138e+002,1.905439e-001
4.044959e+002,1.975610e-001
4.049781e+002,2.049398e-001
4.054602e+002,2.120092e-001
4.059423e+002,2.177192e-001
4.064244e+002,2.211091e-001
4.069065e+002,2.218109e-001
4.073886e+002,2.202344e-001
4.078708e+002,2.173252e-001
4.083529e+002,2.140201e-001
4.088350e+002,2.109414e-001
4.093171e+002,2.082762e-001
4.097992e+002,2.059308e-001
4.102813e+002,2.037657e-001
4.107635e+002,2.017940e-001
4.112456e+002,2.002141e-001
4.117277e+002,1.993006e-001
4.122098e+002,1.992212e-001
4.126919e+002,1.999036e-001
4.131740e+002,2.010371e-001
4.136562e+002,2.021970e-001
4.141383e+002,2.030024e-001
4.146204e+002,2.033240e-001
4.151025e+002,2.033269e-001
4.155846e+002,2.033720e-001
4.160667e+002,2.038255e-001
4.165489e+002,2.048958e-001
4.170310e+002,2.065636e-001
4.175131e+002,2.085525e-001
4.179952e+002,2.104423e-001
4.184773e+002,2.118332e-001
4.189594e+002,2.126085e-001
4.194416e+002,2.129400e-001
4.199237e+002,2.130966e-001
4.204058e+002,2.132253e-001
4.208879e+002,2.133071e-001
4.213700e+002,2.132403e-001
4.218521e+002,2.129727e-001
4.223343e+002,2.125759e-001
4.228164e+002,2.122454e-001
4.232985e+002,2.121762e-001
4.237806e+002,2.124732e-001
4.242627e+002,2.130529e-001
4.247448e+002,2.136760e-001
4.252270e+002,2.140461e-001
4.257091e+002,2.139860e-001
4.261912e+002,2.135322e-001
4.266733e+002,2.129304e-001
4.271554e+002,2.124981e-001
4.276375e+002,2.124768e-001
4.281197e+002,2.129274e-001
4.286018e+002,2.137038e-001
4.290839e+002,2.145264e-001
4.295660e+002,2.151127e-001
4.300481e+002,2.153183e-001
4.305302e+002,2.151831e-001
4.310124e+002,2.148971e-001
4.314945e+002,2.146712e-001
4.319766e+002,2.146581e-001
4.324587e+002,2.148792e-001
4.329408e+002,2.152571e-001
4.334229e+002,2.156823e-001
4.339051e+002,2.160992e-001
4.343872e+002,2.165294e-001
4.348693e+002,2.170562e-001
4.353514e+002,2.177487e-001
4.358335e+002,2.185997e-001
4.363156e+002,2.195072e-001
4.367978e+002,2.203237e-001
4.372799e+002,2.209231e-001
4.377620e+002,2.212830e-001
4.382441e+002,2.214843e-001
4.387262e+002,2.216779e-001
4.392083e+002,2.219949e-001
4.396905e+002,2.224846e-001
4.401726e+002,2.230941e-001
4.406547e+002,2.237003e-001
4.411368e+002,2.241809e-001
4.416189e+002,2.244689e-001
4.421010e+002,2.245986e-001
4.425832e+002,2.246709e-001
4.430653e+002,2.247988e-001
4.435474e+002,2.250407e-001
4.440295e+002,2.253787e-001
4.445116e+002,2.257423e-001
4.449937e+002,2.260669e-001
4.454759e+002,2.263393e-001
4.459580e+002,2.266153e-001
4.464401e+002,2.269931e-001
4.469222e+002,2.275644e-001
4.474043e+002,2.283691e-001
4.478864e+002,2.293823e-001
4.483686e+002,2.305219e-001
4.488507e+002,2.316954e-001
4.493328e+002,2.328377e-001
4.498149e+002,2.339149e-001
4.502970e+002,2.349164e-001
4.507791e+002,2.358218e-001
4.512613e+002,2.365845e-001
4.517434e+002,2.371466e-001
4.522255e+002,2.374779e-001
4.527076e+002,2.376189e-001
4.531897e+002,2.376884e-001
4.536718e+002,2.378498e-001
4.541540e+002,2.382478e-001
4.546361e+002,2.389385e-001
4.551182e+002,2.398736e-001
4.556003e+002,2.409074e-001
4.560824e+002,2.418661e-001
4.565645e+002,2.426041e-001
4.570467e+002,2.430730e-001
4.575288e+002,2.433429e-001
4.580109e+002,2.435535e-001
4.584930e+002,2.438278e-001
4.589751e+002,2.442053e-001
4.594572e+002,2.446431e-001
4.599394e+002,2.450584e-001
4.604215e+002,2.453942e-001
4.609036e+002,2.456571e-001
4.613857e+002,2.459166e-001
4.618678e+002,2.462671e-001
4.623499e+002,2.467792e-001
4.628321e+002,2.474569e-001
4.633142e+002,2.482373e-001
4.637963e+002,2.490226e-001
4.642784e+002,2.497363e-001
4.647606e+002,2.503547e-001
4.652427e+002,2.509087e-001
4.657248e+002,2.514483e-001
4.662069e+002,2.520063e-001
4.666890e+002,2.525662e-001
4.671711e+002,2.530746e-001
4.676533e+002,2.534719e-001
4.681354e+002,2.537399e-001
4.686175e+002,2.539171e-001
4.690996e+002,2.540880e-001
4.695817e+002,2.543304e-001
4.700638e+002,2.546730e-001
4.705460e+002,2.550749e-001
4.710281e+002,2.554463e-001
4.715102e+002,2.556960e-001
4.719923e+002,2.557896e-001
4.724744e+002,2.557779e-001
4.729565e+002,2.557811e-001
4.734387e+002,2.559247e-001
4.739208e+002,2.562687e-001
4.744029e+002,2.567821e-001
4.748850e+002,2.573608e-001
4.753671e+002,2.578859e-001
4.758492e+002,2.582704e-001
4.763314e+002,2.585005e-001
4.768135e+002,2.586265e-001
4.772956e+002,2.587265e-001
4.777777e+002,2.588572e-001
4.782598e+002,2.590243e-001
4.787419e+002,2.591878e-001
4.792241e+002,2.593003e-001
4.797062e+002,2.593458e-001
4.801883e+002,2.593627e-001
4.806704e+002,2.594302e-001
4.811525e+002,2.596282e-001
4.816346e+002,2.599978e-001
4.821168e+002,2.605192e-001
4.825989e+002,2.611227e-001
4.830810e+002,2.617252e-001
4.835631e+002,2.622818e-001
4.840452e+002,2.627987e-001
4.845273e+002,2.633247e-001
4.850095e+002,2.639040e-001
4.854916e+002,2.645395e-001
4.859737e+002,2.651705e-001
4.864558e+002,2.657022e-001
4.869379e+002,2.660422e-001
4.874200e+002,2.661596e-001
4.879022e+002,2.661016e-001
4.883843e+002,2.659773e-001
4.888664e+002,2.659058e-001
4.893485e+002,2.659656e-001
4.898306e+002,2.661681e-001
4.903127e+002,2.664634e-001
4.907949e+002,2.667738e-001
4.912770e+002,2.670370e-001
4.917591e+002,2.672379e-001
4.922412e+002,2.674009e-001
4.927233e+002,2.675613e-001
4.932054e+002,2.677294e-001
4.936876e+002,2.678795e-001
4.941697e+002,2.679600e-001
4.946518e+002,2.679347e-001
4.951339e+002,2.678099e-001
4.956160e+002,2.676464e-001
4.960981e+002,2.675367e-001
4.965803e+002,2.675699e-001
4.970624e+002,2.677856e-001
4.975445e+002,2.681649e-001
4.980266e+002,2.686402e-001
4.985087e+002,2.691389e-001
4.989908e+002,2.696159e-001
4.994730e+002,2.700706e-001
4.999551e+002,2.705297e-001
